Name,Control,State,Degree_Status,Size_Category,Highest_Degree,HBCU,Distance_Ed,Tuition,Admit_Rate,GradRate_4,GradRate6,GradRate6_men,GradRate6_women,GradRate_Pell,Percent_Aid,StudentFaculty_Ratio,Enrollment
Southeastern Oklahoma State University,1,OK,1,3,7,2,1,18126,74,16,30,28,32,21,100,21,4589
Southeastern University,2,FL,1,3,9,2,1,44814,45,34,47,39,55,44,98,26,6614
Southern Adventist University,2,TN,1,2,9,2,1,36800,74,32,57,53,60,39,99,13,2484
Southern Arkansas University Main Campus,1,AR,1,2,9,2,1,24782,63,27,38,34,41,35,98,15,3890
Southern Connecticut State University,1,CT,1,3,9,2,1,29308,83,29,52,45,57,49,96,12,8697
Southern Illinois University-Carbondale,1,IL,1,4,9,2,1,29903,95,32,45,42,47,32,95,10,9951
Southern Illinois University-Edwardsville,1,IL,1,4,9,2,1,26007,98,30,49,45,52,37,99,15,11154
Southern Methodist University,2,TX,1,4,9,2,1,81074,53,75,82,78,87,78,77,12,11657
Southern New Hampshire University,2,NH,1,5,9,2,1,36006,92,31,37,35,38,24,86,24,101855
Southern Oregon University,1,OR,1,3,7,2,1,28707,90,28,41,36,44,30,80,20,3766
Southern University and A & M College,1,LA,1,3,9,1,1,24483,59,10,32,28,35,32,98,20,6032
Southern University at New Orleans,1,LA,1,2,7,1,1,21629,79,8,19,21,18,19,96,16,1626
Southern Utah University,1,UT,1,4,7,2,1,20626,89,29,47,49,47,45,98,23,10400
Southern Virginia University,2,VA,1,2,5,2,0,31760,100,28,44,35,52,47,97,17,1016
Southern Wesleyan University,2,SC,1,2,9,2,1,39238,57,45,52,47,60,49,100,13,1136
Southwest Baptist University,2,MO,1,2,9,2,1,37778,96,39,50,43,55,42,100,11,2415
Southwest Minnesota State University,1,MN,1,3,8,2,1,22718,91,29,47,42,51,39,98,16,3344
Southwestern Adventist University,2,TX,1,1,7,2,1,35708,58,26,42,37,47,18,100,12,683
Southwestern Assemblies of God University,2,TX,1,2,9,2,1,32224,85,40,52,39,63,38,98,16,1618
Southwestern College,2,KS,1,2,9,2,1,51612,69,33,40,35,47,47,100,10,1110
Southwestern Oklahoma State University,1,OK,1,2,9,2,1,22713,94,20,40,36,44,27,96,19,4253
Southwestern University,2,TX,1,2,5,2,1,61720,51,68,74,69,77,68,100,12,1551
Spalding University,2,KY,1,2,9,2,1,43050,90,30,42,39,44,39,98,10,1493
Spring Arbor University,2,MI,1,2,9,2,1,44116,60,46,64,60,67,57,100,12,2812
Spring Hill College,2,AL,1,2,8,2,1,37004,72,48,56,54,58,45,100,11,1211
Springfield College,2,MA,1,2,9,2,1,57350,77,69,73,69,77,64,100,11,3171
St Bonaventure University,2,NY,1,2,8,2,1,54316,78,68,71,68,75,63,99,11,2284
St Catherine University,2,MN,1,2,9,2,1,59774,75,47,60,100,60,53,99,9,3730
St Lawrence University,2,NY,1,2,7,2,1,77400,57,77,82,78,85,74,96,11,2284
St Olaf College,2,MN,1,2,5,2,1,66570,47,81,85,82,87,80,100,12,2928
St. Andrews University,2,NC,1,1,7,2,1,49100,12,31,31,20,41,24,99,14,829
St. Francis College,2,NY,1,2,7,2,1,48498,85,31,50,47,53,42,100,15,2559
St. John's College,2,MD,1,1,7,2,1,51458,53,71,75,72,80,88,91,8,519
St. John's College,2,NM,1,1,7,2,1,51688,63,64,72,71,72,73,92,7,430
St. John's University-New York,2,NY,1,4,9,2,1,67258,85,52,68,64,71,63,100,16,15050
St. Mary's College of Maryland,1,MD,1,2,7,2,1,31361,77,64,73,69,75,76,98,10,1616
St. Mary's University,2,TX,1,2,9,2,1,50120,88,47,59,52,65,55,99,11,3134
St. Thomas Aquinas College,2,NY,1,2,8,2,1,54190,89,44,55,47,64,35,100,17,1362
St. Thomas University,2,FL,1,3,9,2,1,50446,71,34,41,41,42,36,99,10,3739
Stanford University,2,CA,1,4,9,2,1,78898,4,77,96,94,97,91,74,5,16356
State University of New York at New Paltz,1,NY,1,3,8,2,1,27387,46,58,73,68,76,69,78,15,6997
Stephen F Austin State University,1,TX,1,4,9,2,1,25118,83,35,53,44,58,45,95,17,10762
Sterling College,2,VT,1,1,5,2,1,52300,100,36,36,30,40,60,100,7,139
Sterling College,2,KS,1,1,7,2,1,42886,47,10,43,35,52,37,100,10,588
Stetson University,2,FL,1,2,9,2,1,69910,92,58,63,63,63,57,100,12,4688
Stevens Institute of Technology,2,NJ,1,3,9,2,1,75770,53,63,87,87,88,81,98,12,7222
Stevenson University,2,MD,1,2,9,2,1,57638,91,51,59,51,64,55,100,15,3185
Stillman College,2,AL,1,1,5,1,1,28052,76,6,15,8,24,8,100,14,824
Stockton University,1,NJ,1,3,9,2,1,33547,85,60,76,71,79,73,97,17,10595
Stonehill College,2,MA,1,2,7,2,1,67342,72,80,85,83,86,79,100,11,2442
Stony Brook University,1,NY,1,5,9,2,1,29273,48,64,78,75,81,77,82,19,26841
Suffolk University,2,MA,1,3,9,2,1,63794,88,47,60,55,65,60,97,13,6657
Sul Ross State University,1,TX,1,2,7,2,1,24170,100,16,29,21,38,30,90,11,1913
SUM Bible College and Theological Seminary,2,CA,1,1,7,2,1,23566,100,22,24,27,20,31,100,23,577
SUNY at Albany,1,NY,1,4,9,2,1,28231,68,59,66,62,71,63,92,18,15804
SUNY at Fredonia,1,NY,1,2,8,2,1,25490,91,47,62,54,67,53,97,13,4104
SUNY at Purchase College,1,NY,1,2,8,2,1,28021,75,56,63,58,67,59,84,13,3679
SUNY Brockport,1,NY,1,3,9,2,1,26069,76,48,63,59,66,58,90,15,6676
SUNY Buffalo State,1,NY,1,3,8,2,1,26660,85,27,41,36,45,39,93,15,7256
SUNY College at Geneseo,1,NY,1,2,7,2,1,26707,74,69,76,70,80,71,95,16,4813
SUNY College at Old Westbury,1,NY,1,2,8,2,1,25149,77,31,48,34,58,53,78,15,4588
SUNY College at Oswego,1,NY,1,3,8,2,1,26709,80,54,66,63,70,62,96,16,7044
SUNY College at Plattsburgh,1,NY,1,2,8,2,1,27721,68,51,65,58,69,60,93,16,4777
SUNY College at Potsdam,1,NY,1,2,8,2,1,25402,81,34,50,45,53,43,97,10,3026
SUNY College of Agriculture and Technology at Cobleskill,1,NY,1,2,5,2,1,26804,81,41,47,39,53,37,94,14,1952
SUNY College of Environmental Science and Forestry,1,NY,1,2,9,2,1,29346,65,68,75,75,75,70,92,11,1820
SUNY College of Technology at Alfred,1,NY,1,2,5,2,1,25977,82,33,43,40,51,46,97,16,3471
SUNY College of Technology at Canton,1,NY,1,2,5,2,1,26257,95,37,44,40,48,32,94,17,2966
SUNY College of Technology at Delhi,1,NY,1,2,7,2,1,26380,88,41,49,42,61,41,91,14,2466
SUNY Cortland,1,NY,1,3,8,2,1,26150,60,51,65,56,72,57,86,15,6579
SUNY Maritime College,1,NY,1,2,7,2,1,28019,74,52,74,74,76,76,76,15,1754
SUNY Morrisville,1,NY,1,2,5,2,1,25571,81,26,34,34,34,30,96,13,2021
SUNY Oneonta,1,NY,1,3,8,2,1,26768,70,65,74,66,78,72,84,16,6238
SUNY Polytechnic Institute,1,NY,1,2,9,2,1,25352,77,58,65,63,72,57,94,13,2510
Susquehanna University,2,PA,1,2,7,2,1,70100,77,69,74,68,80,69,96,15,2463
Swarthmore College,2,PA,1,2,5,2,0,75793,8,87,94,95,93,93,78,8,1510
Syracuse University,2,NY,1,5,9,2,1,77896,59,72,82,78,87,78,88,14,22213
Tabor College,2,KS,1,1,7,2,1,46710,54,42,47,36,63,39,100,16,637
Tarleton State University,1,TX,1,4,9,2,1,22286,57,30,49,48,50,45,93,21,11698
Taylor University,2,IN,1,2,7,2,1,50729,73,73,77,72,80,64,96,12,2038
Temple University,1,PA,1,5,9,2,1,36536,72,57,75,73,77,66,91,13,34192
Tennessee Technological University,1,TN,1,3,9,2,1,25332,79,37,60,55,66,52,97,18,8899
Tennessee Wesleyan University,2,TN,1,2,7,2,1,38890,60,44,52,32,64,46,100,10,1252
Texas A & M International University,1,TX,1,3,9,2,1,23037,54,26,49,41,55,47,98,21,7410
Texas A & M University-College Station,1,TX,1,5,9,2,1,31703,64,59,83,81,86,76,78,19,63929
Texas A & M University-Commerce,1,TX,1,4,9,2,1,23724,87,26,42,36,47,37,93,18,9994
Texas A & M University-Corpus Christi,1,TX,1,4,9,2,1,25921,91,18,36,32,39,36,67,17,9694
Texas A & M University-Kingsville,1,TX,1,3,9,2,1,23541,93,24,43,39,49,40,92,17,5892
Texas A&M University-Texarkana,1,TX,1,2,9,2,1,23780,96,19,24,20,26,20,89,14,1733
Texas Christian University,2,TX,1,4,9,2,1,70428,54,71,83,79,85,79,87,14,11103
Texas Lutheran University,2,TX,1,2,7,2,1,47400,63,35,54,46,64,43,100,13,1534
Texas Southern University,1,TX,1,3,9,1,1,25459,63,8,23,22,24,21,96,15,6557
Texas State University,1,TX,1,5,9,2,1,26275,70,33,57,52,60,51,80,22,32291
Texas Tech University,1,TX,1,5,9,2,1,27782,68,38,63,60,65,55,84,21,36783
Texas Wesleyan University,2,TX,1,2,9,2,1,49840,58,17,26,20,34,31,98,13,2006
Texas Woman's University,1,TX,1,4,9,2,1,22881,96,23,48,30,50,43,93,17,14953
The Baptist College of Florida,2,FL,1,1,7,2,1,19812,100,32,53,39,65,46,92,9,267
The Catholic University of America,2,DC,1,3,9,2,1,72326,86,66,74,71,76,57,97,11,4809
The College of Idaho,2,ID,1,2,7,2,0,48313,56,49,56,43,70,38,100,12,1132
The College of New Jersey,1,NJ,1,3,8,2,1,35837,62,76,87,84,89,81,76,13,8449
The College of Saint Rose,2,NY,1,2,8,2,1,52483,76,46,59,52,62,48,99,15,3394
The College of Saint Scholastica,2,MN,1,2,9,2,1,53658,74,60,65,64,66,61,99,10,3730
The College of Wooster,2,OH,1,2,5,2,1,70850,61,70,77,69,84,74,100,11,2023
The Evergreen State College,1,WA,1,2,7,2,0,26103,99,32,43,38,47,39,95,14,2169
The Juilliard School,2,NY,1,1,9,2,0,74740,7,81,87,78,95,93,94,4,1038
The King's College,2,NY,1,1,5,2,1,60153,44,52,58,52,60,53,100,10,449
The Master's University and Seminary,2,CA,1,2,9,2,1,44960,67,66,72,75,68,71,59,14,1787
The New England Conservatory of Music,2,MA,1,1,9,2,1,75230,43,72,83,78,89,73,96,5,668
The New School,2,NY,1,4,9,2,1,78744,66,56,70,65,72,63,99,10,8542
The Pennsylvania State University,1,PA,1,5,9,2,1,38270,92,55,73,70,76,56,73,15,85742
The University of Alabama,1,AL,1,5,9,2,1,31024,79,53,72,70,74,55,85,19,35095
The University of Findlay,2,OH,1,2,9,2,1,52180,84,47,62,60,63,54,100,13,3670
The University of Montana,1,MT,1,4,9,2,1,23036,82,33,49,43,53,38,98,15,7984
The University of Montana-Western,1,MT,1,2,5,2,1,18530,33,24,39,36,40,39,96,14,1298
The University of Tampa,2,FL,1,4,9,2,1,48594,54,52,62,59,64,55,98,18,9822
The University of Tennessee Southern,2,TN,1,1,7,2,1,27800,92,24,32,26,37,27,100,13,719
The University of Tennessee-Chattanooga,1,TN,1,4,9,2,1,24798,86,35,54,47,58,47,97,18,10732
The University of Tennessee-Knoxville,1,TN,1,5,9,2,1,32658,75,54,72,67,77,60,92,17,29555
The University of Tennessee-Martin,1,TN,1,3,7,2,1,22332,75,34,52,53,51,41,99,15,5758
The University of Texas at Arlington,1,TX,1,5,9,2,1,28259,93,28,51,48,54,49,91,24,40769
The University of Texas at Austin,1,TX,1,5,9,2,1,29788,29,70,88,85,90,81,71,17,47014
The University of Texas at Dallas,1,TX,1,5,9,2,1,31696,87,52,72,67,78,71,74,26,26396
The University of Texas at El Paso,1,TX,1,5,9,2,1,24254,100,18,45,40,50,41,86,20,20391
The University of Texas at San Antonio,1,TX,1,5,9,2,1,23474,90,29,51,48,53,50,89,26,29331
The University of Texas at Tyler,1,TX,1,3,9,2,1,23932,94,27,42,35,47,36,84,17,8330
The University of Texas Permian Basin,1,TX,1,3,7,2,1,25644,65,25,42,37,48,43,96,13,4515
The University of Texas Rio Grande Valley,1,TX,1,5,9,2,1,22378,94,25,51,44,57,49,98,20,29672
The University of the Arts,2,PA,1,2,9,2,1,69994,85,62,68,67,68,62,100,8,1577
The University of the South,2,TN,1,2,9,2,0,66480,60,75,80,78,82,76,96,10,1801
The University of West Florida,1,FL,1,4,9,2,1,21528,53,35,52,46,57,46,98,21,10580
Thiel College,2,PA,1,1,7,2,0,52938,88,41,47,41,58,39,100,11,780
Thomas Aquinas College,2,CA,1,1,5,2,0,38428,83,77,86,84,88,82,78,11,555
Thomas Jefferson University,2,PA,1,3,9,2,1,64007,78,57,71,63,75,65,100,13,8701
Thomas More University,2,KY,1,2,7,2,1,48340,96,35,51,42,62,30,100,13,1693
Thomas University,2,GA,1,2,8,2,1,22320,29,25,36,32,43,37,65,12,615
Tiffin University,2,OH,1,2,9,2,1,45450,74,36,45,42,48,32,99,19,2500
Toccoa Falls College,2,GA,1,2,7,2,1,34690,62,42,53,47,57,49,98,15,1166
Tougaloo College,2,MS,1,1,7,1,0,23101,56,18,34,21,41,30,100,9,733
Touro College,2,NY,1,4,9,2,1,39536,77,57,70,64,72,57,89,10,10647
Towson University,1,MD,1,5,9,2,1,28126,88,50,72,66,76,70,83,16,19361
Transylvania University,2,KY,1,1,5,2,0,58070,92,70,73,64,81,64,100,10,1143
Trevecca Nazarene University,2,TN,1,2,9,2,1,38608,78,39,49,47,51,43,100,17,3250
Trine University,2,IN,1,2,9,2,1,50480,79,50,63,62,65,52,97,16,2899
Trinity Baptist College,2,FL,1,1,7,2,1,25110,43,9,20,11,42,26,100,15,342
Trinity Bible College and Graduate School,2,ND,1,1,9,2,1,28972,97,32,50,40,64,37,100,7,206
Trinity Christian College,2,IL,1,1,8,2,1,47625,76,54,67,63,69,59,67,9,1141
Trinity College,2,CT,1,2,7,2,0,79770,38,81,85,86,84,84,69,9,2145
Trinity College of Florida,2,FL,1,1,5,2,1,27750,47,31,31,26,38,41,100,12,162
Trinity International University-Illinois,2,IL,1,2,9,2,1,48003,91,39,45,41,49,38,100,12,979
Trinity University,2,TX,1,2,7,2,1,63684,34,69,80,78,81,78,99,9,2656
Troy University,1,AL,1,4,9,2,1,22977,95,30,51,43,57,43,94,16,12686
Truett McConnell University,2,GA,1,2,7,2,1,36364,69,27,35,35,35,21,89,17,1577
Truman State University,1,MO,1,2,7,2,1,22802,61,59,72,68,75,61,100,13,3947
Tufts University,2,MA,1,4,9,2,1,81700,11,89,94,93,95,95,46,10,12715
Tulane University of Louisiana,2,LA,1,4,9,2,1,81232,10,77,86,82,89,77,72,8,12981
Tusculum University,2,TN,1,2,8,2,1,43624,77,20,40,32,48,38,98,19,1355
Tuskegee University,2,AL,1,2,9,1,1,41924,34,27,57,52,60,64,96,9,2919
Union College,2,KY,1,2,8,2,1,41014,56,28,37,29,49,35,99,13,1135
Union College,2,NE,1,1,7,2,1,38890,98,37,58,58,57,52,100,10,867
Union College,2,NY,1,2,5,2,0,78885,47,80,85,84,85,88,89,9,2036
Union University,2,TN,1,2,9,2,1,57590,53,58,68,75,64,60,99,9,2897
United States Merchant Marine Academy,1,NY,1,2,7,2,1,4780,25,74,81,82,78,76,30,13,1560
Unity College,2,ME,1,2,7,2,1,25320,91,47,55,52,57,43,79,27,1229
University at Buffalo,1,NY,1,5,9,2,1,30240,70,60,74,69,81,68,84,13,30850
University of Advancing Technology,3,AZ,1,1,7,2,1,29366,91,30,33,35,27,25,100,13,1044
University of Akron Main Campus,1,OH,1,4,9,2,1,25824,85,22,49,48,50,37,96,17,14744
University of Alabama at Birmingham,1,AL,1,5,9,2,1,27630,89,42,62,58,65,51,97,19,20850
University of Alabama in Huntsville,1,AL,1,3,9,2,1,28708,74,35,61,56,68,48,96,19,8645
University of Alaska Anchorage,1,AK,1,4,9,2,1,30880,69,15,32,31,33,23,86,12,7851
University of Alaska Fairbanks,1,AK,1,3,9,2,1,22438,65,26,44,47,40,26,92,12,4379
University of Alaska Southeast,1,AK,1,2,7,2,1,20608,56,13,29,35,26,12,84,9,1221
University of Arizona,1,AZ,1,5,9,2,1,30686,87,50,64,60,69,56,95,17,44717
University of Arkansas,1,AR,1,5,9,2,1,26978,83,52,70,66,73,55,81,19,25565
University of Arkansas at Little Rock,1,AR,1,3,9,2,1,24837,58,24,37,31,41,31,97,11,6655
University of Arkansas at Pine Bluff,1,AR,1,2,9,1,1,21748,68,26,41,31,48,38,99,14,2329
University of Bridgeport,2,CT,1,2,9,2,1,60982,73,34,43,41,44,37,100,11,3662
University of California-Berkeley,1,CA,1,5,9,2,1,41473,14,79,93,92,94,89,61,20,44384
University of California-Davis,1,CA,1,5,9,2,1,37603,49,62,87,84,89,85,65,21,39803
University of California-Irvine,1,CA,1,5,9,2,1,36302,29,68,84,80,86,82,79,18,38182
University of California-Los Angeles,1,CA,1,5,9,2,1,36297,11,83,92,90,93,88,56,18,47675
University of California-Merced,1,CA,1,3,9,2,1,38234,87,48,72,69,74,69,93,19,9449
University of California-Riverside,1,CA,1,5,9,2,1,36460,65,61,76,74,78,75,82,24,26434
University of California-San Diego,1,CA,1,5,9,2,1,36160,34,73,89,87,92,88,54,19,41966
University of California-Santa Barbara,1,CA,1,5,9,2,1,37720,29,70,85,82,88,83,58,17,27043
University of California-Santa Cruz,1,CA,1,4,9,2,1,37858,59,60,78,76,80,78,63,24,20106
University of Central Arkansas,1,AR,1,4,9,2,1,23651,92,34,49,45,51,39,96,15,9441
University of Central Florida,1,FL,1,5,9,2,1,24036,36,46,75,70,79,71,94,30,63389
University of Central Missouri,1,MO,1,4,8,2,1,22192,76,34,53,46,57,42,100,17,8207
University of Central Oklahoma,1,OK,1,4,7,2,1,25588,81,13,37,28,42,32,82,16,11160
University of Charleston,2,WV,1,2,9,2,1,45700,70,30,42,36,47,37,99,14,2620
University of Chicago,2,IL,1,4,9,2,1,84126,6,91,96,96,96,93,58,5,16674
University of Cincinnati-Main Campus,1,OH,1,5,9,2,1,29024,85,38,72,70,75,63,85,19,36170
University of Colorado Boulder,1,CO,1,5,9,2,1,32351,80,53,74,70,78,66,65,18,34124
University of Colorado Colorado Springs,1,CO,1,4,9,2,1,26146,95,23,44,40,48,40,81,16,10179
University of Colorado Denver/Anschutz Medical Campus,1,CO,1,5,9,2,1,30934,72,24,48,43,52,48,83,17,18683
University of Connecticut,1,CT,1,5,9,2,1,35764,56,72,83,79,87,79,82,15,25502
University of Connecticut-Stamford,1,CT,1,2,5,2,1,36444,76,36,58,53,66,56,86,21,2110
University of Dallas,2,TX,1,2,9,2,1,64956,58,68,72,67,75,65,100,12,2128
University of Dayton,2,OH,1,4,9,2,1,62510,81,64,80,78,82,68,98,15,10765
University of Delaware,1,DE,1,5,9,2,1,31562,72,73,84,81,86,71,90,15,23413
University of Denver,2,CO,1,4,9,2,1,73514,64,67,76,70,80,71,99,10,12108
University of Detroit Mercy,2,MI,1,3,9,2,1,44322,93,52,67,58,72,55,99,11,4588
University of Dubuque,2,IA,1,2,9,2,1,48160,76,26,40,32,57,30,100,10,2060
University of Evansville,2,IN,1,2,9,2,1,56470,75,58,69,61,75,55,100,10,2288
University of Florida,1,FL,1,5,9,2,1,21431,30,72,91,89,92,89,94,17,50884
University of Georgia,1,GA,1,5,9,2,1,27946,40,68,87,86,88,83,94,17,40891
University of Hartford,2,CT,1,3,9,2,1,62552,79,53,61,58,63,46,98,8,5759
University of Hawaii at Hilo,1,HI,1,2,9,2,1,21402,92,27,43,33,47,37,90,13,2837
University of Hawaii at Manoa,1,HI,1,4,9,2,1,29920,70,37,59,57,60,56,79,14,15806
University of Health Sciences and Pharmacy in St. Louis,2,MO,1,1,9,2,0,53020,91,70,77,81,74,72,100,7,978
University of Holy Cross,2,LA,1,2,9,2,1,30862,75,6,29,43,26,10,94,10,782
University of Houston,1,TX,1,5,9,2,1,25077,66,38,62,56,68,60,85,21,41094
University of Houston-Clear Lake,1,TX,1,3,9,2,1,29002,91,29,53,47,59,49,76,17,7100
University of Houston-Victoria,1,TX,1,2,7,2,1,22139,53,8,22,18,25,25,91,15,3490
University of Idaho,1,ID,1,4,9,2,1,22254,81,38,59,56,63,51,99,16,8897
University of Illinois Chicago,1,IL,1,5,9,2,1,31176,79,36,62,61,64,61,81,19,33971
University of Illinois Springfield,1,IL,1,2,9,2,1,26221,79,38,52,53,51,47,98,12,3240
University of Illinois Urbana-Champaign,1,IL,1,5,9,2,1,31636,60,71,85,82,88,78,85,21,56534
University of Indianapolis,2,IN,1,3,9,2,1,49476,78,51,63,59,66,52,100,12,5407
University of Iowa,1,IA,1,5,9,2,1,26358,86,56,74,71,76,63,87,15,28909
University of Jamestown,2,ND,1,2,9,2,1,36314,76,44,56,45,66,49,100,11,1202
University of Kansas,1,KS,1,5,9,2,1,25520,92,50,66,65,67,51,86,17,24756
University of Kentucky,1,KY,1,5,9,2,1,31690,94,51,68,63,71,56,94,16,27540
University of La Verne,2,CA,1,3,9,2,1,64424,72,60,69,65,72,67,96,13,6146
University of Louisiana at Lafayette,1,LA,1,4,9,2,1,27720,78,23,50,45,54,40,98,19,13598
University of Louisiana at Monroe,1,LA,1,3,9,2,1,24438,70,35,53,52,54,45,98,18,6608
University of Louisville,1,KY,1,5,9,2,1,30204,75,41,62,62,63,51,98,13,18494
University of Lynchburg,2,VA,1,2,9,2,1,48910,97,58,66,58,73,58,100,11,3011
University of Maine,1,ME,1,4,9,2,1,26968,96,39,57,55,58,48,99,16,10224
University of Maine at Farmington,1,ME,1,2,7,2,1,23872,97,42,55,56,55,49,98,11,1619
University of Maine at Fort Kent,1,ME,1,2,5,2,1,21125,100,25,42,28,49,40,92,12,881
University of Maine at Presque Isle,1,ME,1,2,7,2,1,20905,100,24,35,27,40,28,94,19,1013
University of Mary,2,ND,1,2,9,2,1,32123,79,51,64,62,66,55,100,15,3631
University of Mary Hardin-Baylor,2,TX,1,2,9,2,1,45330,99,39,53,41,60,43,99,17,3416
University of Mary Washington,1,VA,1,2,7,2,1,30880,82,59,68,63,71,62,91,11,3921
University of Maryland Eastern Shore,1,MD,1,2,9,1,1,24859,82,15,33,28,38,29,94,8,2523
University of Maryland-Baltimore County,1,MD,1,4,9,2,1,29646,81,45,70,67,75,72,84,17,11495
University of Maryland-College Park,1,MD,1,5,9,2,1,28075,52,72,88,87,89,84,68,18,36140
University of Massachusetts-Amherst,1,MA,1,5,9,2,1,32434,66,77,84,82,86,80,88,18,31483
University of Massachusetts-Boston,1,MA,1,4,9,2,1,35531,79,27,49,45,53,50,95,15,13679
University of Massachusetts-Dartmouth,1,MA,1,3,9,2,1,33155,92,39,54,49,60,49,97,15,6857
University of Massachusetts-Lowell,1,MA,1,4,9,2,1,31892,85,47,69,67,74,64,90,18,15501
University of Memphis,1,TN,1,5,9,2,1,26429,95,32,54,48,60,48,97,16,17186
University of Miami,2,FL,1,4,9,2,1,75330,28,73,84,82,85,81,74,13,17515
University of Michigan-Ann Arbor,1,MI,1,5,9,2,1,32272,20,81,94,93,94,89,70,12,49514
University of Michigan-Flint,1,MI,1,3,9,2,1,27434,74,12,36,32,38,25,98,14,5880
University of Minnesota-Crookston,1,MN,1,2,5,2,1,25086,48,43,56,51,62,52,96,16,1679
University of Minnesota-Duluth,1,MN,1,3,9,2,1,26194,80,45,65,64,65,58,87,16,9460
University of Minnesota-Morris,1,MN,1,2,5,2,1,25562,76,46,58,54,60,58,99,11,1254
University of Minnesota-Rochester,1,MN,1,1,5,2,1,28426,80,43,47,43,48,35,93,16,596
University of Minnesota-Twin Cities,1,MN,1,5,9,2,1,29416,73,72,84,82,86,78,82,17,47686
University of Mississippi,1,MS,1,5,9,2,1,26956,90,52,68,63,72,57,86,16,20925
University of Missouri-Columbia,1,MO,1,5,9,2,1,28653,77,52,73,69,76,61,91,18,27325
University of Missouri-Kansas City,1,MO,1,4,9,2,1,27355,76,29,55,54,56,46,92,14,11233
University of Missouri-St Louis,1,MO,1,4,9,2,1,28514,57,37,58,54,60,53,97,14,8434
University of Mobile,2,AL,1,2,9,2,1,41493,64,36,51,43,56,43,92,14,1494
University of Montevallo,1,AL,1,2,8,2,1,27846,90,34,52,46,54,51,97,12,2313
University of Mount Olive,2,NC,1,2,7,2,1,35138,83,36,47,45,49,39,100,14,2266
University of Mount Union,2,OH,1,2,9,2,1,46936,80,63,68,58,80,59,100,12,2371
University of Nebraska at Kearney,1,NE,1,3,8,2,1,24300,90,32,57,48,63,52,95,13,5059
University of Nebraska at Omaha,1,NE,1,4,9,2,1,23388,87,25,52,48,56,42,91,15,13235
University of Nebraska-Lincoln,1,NE,1,5,9,2,1,26316,81,46,66,63,71,54,97,16,22378
University of Nevada-Las Vegas,1,NV,1,5,9,2,1,26415,83,19,47,43,50,44,95,18,29601
University of Nevada-Reno,1,NV,1,5,9,2,1,26796,88,40,63,60,65,53,90,17,18515
University of New England,2,ME,1,3,9,2,1,59620,90,60,66,65,67,55,100,12,6726
University of New Hampshire at Manchester,1,NH,1,1,5,2,1,31801,83,50,64,44,77,67,95,9,874
University of New Hampshire-Main Campus,1,NH,1,4,9,2,1,34978,87,70,78,76,80,74,94,17,14211
University of New Haven,2,CT,1,3,9,2,1,63554,94,52,66,64,67,56,100,16,6705
University of New Mexico-Main Campus,1,NM,1,5,9,2,1,23725,97,34,53,49,57,46,98,13,18583
University of New Orleans,1,LA,1,3,9,2,1,27348,81,20,39,35,43,34,91,19,6394
University of North Alabama,1,AL,1,3,9,2,1,22886,90,28,51,47,54,41,97,17,6793
University of North Carolina at Asheville,1,NC,1,2,7,2,1,21231,82,48,65,60,68,65,93,14,3131
University of North Carolina at Chapel Hill,1,NC,1,5,9,2,1,24770,20,84,90,89,91,88,60,15,28963
University of North Carolina at Charlotte,1,NC,1,5,9,2,1,23716,79,43,66,62,70,63,76,20,27006
University of North Carolina at Greensboro,1,NC,1,4,9,2,1,20404,91,38,58,53,60,55,86,17,17239
University of North Carolina at Pembroke,1,NC,1,3,7,2,1,16915,92,24,43,37,48,43,91,15,7161
University of North Carolina School of the Arts,1,NC,1,2,8,2,1,24335,30,67,70,69,70,69,79,6,1029
University of North Carolina Wilmington,1,NC,1,4,9,2,1,25855,68,56,72,67,74,67,72,16,16133
University of North Dakota,1,ND,1,4,9,2,1,24764,89,40,62,58,66,53,94,17,11609
University of North Florida,1,FL,1,4,9,2,1,21529,77,45,62,57,66,65,87,19,15276
University of North Georgia,1,GA,1,4,9,2,1,22051,81,27,46,40,50,32,94,18,15972
University of North Texas,1,TX,1,5,9,2,1,25580,81,40,60,54,66,57,63,25,36203
University of North Texas at Dallas,1,TX,1,2,9,2,1,24154,90,24,37,25,42,36,99,14,3596
University of Northern Colorado,1,CO,1,4,9,2,1,27308,91,36,52,48,54,45,99,14,9282
University of Northern Iowa,1,IA,1,3,9,2,1,21409,86,44,69,65,71,63,82,16,8830
University of Northwestern-St Paul,2,MN,1,2,7,2,1,47008,82,58,67,60,73,64,100,15,2750
University of Notre Dame,2,IN,1,4,9,2,1,78347,15,90,96,95,97,92,68,9,13683
University of Oklahoma-Norman Campus,1,OK,1,5,9,2,1,31293,85,50,76,72,79,68,100,17,24673
University of Oregon,1,OR,1,5,9,2,1,31284,93,61,74,73,75,67,88,20,21438
University of Pennsylvania,2,PA,1,5,9,2,1,83298,6,89,96,95,98,95,63,6,25109
University of Pittsburgh-Bradford,1,PA,1,2,5,2,1,29838,73,29,38,41,36,27,96,14,1451
University of Pittsburgh-Greensburg,1,PA,1,2,5,2,1,31262,91,25,34,29,40,31,93,16,1416
University of Pittsburgh-Johnstown,1,PA,1,2,5,2,1,30332,92,36,49,47,51,42,98,15,2297
University of Pittsburgh-Pittsburgh Campus,1,PA,1,5,9,2,1,36400,67,69,84,81,88,76,78,14,29458
